Time	Biomass	Carbon1	Carbon2	Dext	Eext	Growth	Oxygen	R6	R7	RPO2	RPcl	Rres	Tc1	Tc2	Td	Te	To2	biomass
1.22	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.23	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.24	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.25	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.26	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.27	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.28	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.29	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.3	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.31	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.32	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.33	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.34	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.35	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.36	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.37	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.3800000000000001	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.3900000000000001	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.4000000000000001	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.41	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.42	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.43	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.44	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.45	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.46	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.47	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.48	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.49	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.5	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.51	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.52	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.53	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.54	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.55	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.56	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.57	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.58	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.59	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
1.6	10.909619	0.0	0.0	16.364427	10.909619	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.405378
